framework,run,first-contentful-paint,largest-contentful-paint,total-blocking-time,server-response-time,speed-index,first-meaningful-paint,dom-content-loaded,interactive,max-potential-fid,bootup-time
vue,53,1356.4988750000002,1356.4988750000002,0.0,3.195,1356.4988750000002,1356.4988750000002,43,1356.4988750000002,16.0,60.68800000000003
vue,54,1357.47725,1381.97725,0.0,3.9970000000000003,1357.47725,1381.97725,49,1381.97725,49.0,70.38000000000002
vue,55,1355.537875,1355.537875,0.0,2.194,1355.537875,1355.537875,55,1355.537875,16.0,55.93200000000002
vue,56,1357.75125,1381.25125,0.0,2.3440000000000003,1357.75125,1381.25125,54,1381.25125,47.0,62.45200000000004
vue,57,1358.9565,1358.9565,0.0,2.968,1358.9565,1358.9565,53,1358.9565,16.0,69.02800000000003
vue,58,1357.3899999999999,1357.3899999999999,0.0,2.964,1357.3899999999999,1357.3899999999999,40,1357.3899999999999,16.0,58.45200000000009
vue,59,1357.4058,1379.4058,0.0,3.084,1357.4058,1379.4058,43,1379.4058,44.0,72.60000000000004
vue,60,1355.6440000000002,1355.6440000000002,0.0,2.447,1355.6440000000002,1355.6440000000002,42,1355.6440000000002,16.0,56.536000000000044
vue,61,1362.17175,1385.17175,0.0,3.02,1362.17175,1385.17175,45,1385.17175,46.0,59.184000000000054
vue,62,1356.14475,1356.14475,0.0,3.213,1356.14475,1356.14475,43,1356.14475,16.0,71.01200000000006
vue,63,1356.4786250000002,1378.9786250000002,0.0,2.959,1356.4786250000002,1378.9786250000002,42,1378.9786250000002,45.0,76.236
vue,64,1355.88975,1377.38975,0.0,3.107,1355.88975,1377.38975,40,1377.38975,43.0,59.14800000000001
vue,65,1356.1233750000001,1376.6233750000001,0.0,2.6500000000000004,1356.1233750000001,1376.6233750000001,41,1376.6233750000001,41.0,57.54400000000004
vue,66,1357.1167500000001,1378.6167500000001,0.0,2.844,1357.1167500000001,1378.6167500000001,42,1378.6167500000001,43.0,67.364
vue,67,1356.163125,1356.163125,0.0,2.73,1356.163125,1356.163125,56,1356.163125,16.0,112.22000000000006
vue,68,1361.5917,1361.5917,0.0,2.613,1361.5917,1361.5917,66,1361.5917,16.0,90.40399999999998
vue,69,1355.563,1378.563,0.0,3.8499999999999996,1355.563,1378.563,44,1378.563,46.0,69.07600000000001
vue,70,1358.1354000000001,1358.1354000000001,0.0,3.4459999999999997,1358.1354000000001,1358.1354000000001,64,1358.1354000000001,16.0,69.82000000000004
vue,71,1360.0373749999999,1360.0373749999999,0.0,2.854,1360.0373749999999,1360.0373749999999,55,1360.0373749999999,16.0,78.124
vue,72,1357.9566249999998,1383.9566249999998,1.0,2.231,1357.9566249999998,1383.9566249999998,53,1409.9566249999998,52.0,72.53200000000002
vue,73,1368.9786,1400.9786,14.0,3.2399999999999998,1368.9786,1400.9786,66,1432.9786,64.0,100.74400000000003
vue,74,1357.2867500000002,1384.7867500000002,3.5426499999999805,2.917,1357.2867500000002,1384.7867500000002,54,1412.2867500000002,55.0,69.72800000000002
vue,75,1357.12635,1382.12635,0.0,2.355,1357.12635,1382.12635,59,1382.12635,50.0,66.87200000000003
vue,76,1355.6731250000003,1355.6731250000003,0.0,2.249,1355.6731250000003,1355.6731250000003,42,1355.6731250000003,16.0,67.69200000000002
vue,77,1355.79975,1405.79975,48.84005000000002,2.9499999999999997,1355.79975,1405.79975,59,1455.79975,100.0,114.90799999999997
vue,78,1356.50295,1391.50295,20.0,3.037,1356.50295,1391.50295,67,1426.50295,70.0,103.37199999999999
vue,79,1361.0883000000001,1361.0883000000001,0.0,3.686,1361.0883000000001,1361.0883000000001,48,1361.0883000000001,16.0,59.432000000000016
vue,80,1361.0904,1392.0904,12.0,3.6719999999999997,1361.0904,1392.0904,55,1423.0904,62.0,80.91999999999999
vue,81,1356.7712499999998,1385.2712499999998,5.645750000000021,2.677,1356.7712499999998,1385.2712499999998,60,1413.7712499999998,57.0,77.88000000000005
vue,82,1355.3447499999997,1376.8447499999997,0.0,2.121,1355.3447499999997,1376.8447499999997,45,1376.8447499999997,43.0,60.696000000000055
vue,83,1357.4074999999998,1381.4074999999998,0.0,2.941,1357.4074999999998,1381.4074999999998,45,1381.4074999999998,48.0,56.27600000000007
vue,84,1358.268875,1358.268875,0.0,3.2790000000000004,1358.268875,1358.268875,65,1358.268875,16.0,97.352
vue,85,1357.1891249999999,1381.1891249999999,0.0,2.842,1357.1891249999999,1381.1891249999999,48,1381.1891249999999,48.0,63.132000000000026
vue,86,1364.5881249999998,1393.0881249999998,4.08237500000007,2.5810000000000004,1364.5881249999998,1393.0881249999998,55,1421.5881249999998,57.0,74.42799999999998
vue,87,1361.1003,1395.1003,18.0,3.8440000000000003,1361.1003,1395.1003,77,1429.1003,68.0,82.28000000000002
vue,88,1359.8128499999998,1385.8128499999998,2.0,3.2489999999999997,1359.8128499999998,1385.8128499999998,60,1411.8128499999998,52.0,68.16400000000004
vue,89,1358.6937,1380.1937,0.0,3.093,1358.6937,1380.1937,46,1380.1937,43.0,66.03200000000002
vue,90,1375.7134,1397.2134,0.0,2.782,1375.7134,1397.2134,79,1397.2134,43.0,58.076000000000036
vue,91,1356.9634999999998,1356.9634999999998,0.0,3.033,1356.9634999999998,1356.9634999999998,40,1356.9634999999998,16.0,58.408000000000044
vue,92,1357.9101249999999,1380.9101249999999,0.0,3.1310000000000002,1357.9101249999999,1380.9101249999999,50,1380.9101249999999,46.0,62.59200000000004
vue,93,1356.6418749999998,1356.6418749999998,0.0,2.614,1356.6418749999998,1356.6418749999998,43,1356.6418749999998,16.0,63.412000000000056
vue,94,1357.06875,1357.06875,0.0,2.873,1357.06875,1357.06875,41,1357.06875,16.0,59.70400000000002
vue,95,1357.13425,1380.13425,0.0,2.968,1357.13425,1380.13425,42,1380.13425,46.0,59.260000000000005
vue,96,1358.8451249999998,1382.3451249999998,0.0,3.499,1358.8451249999998,1382.3451249999998,49,1382.3451249999998,47.0,59.34400000000005
vue,97,1359.2015999999999,1385.2015999999999,2.0,3.199,1359.2015999999999,1385.2015999999999,51,1411.2015999999999,52.0,74.156
vue,98,1357.3263,1384.3263,4.0,2.423,1357.3263,1384.3263,52,1411.3263,54.0,71.02800000000002
vue,99,1356.627125,1379.127125,0.0,2.559,1356.627125,1379.127125,51,1379.127125,45.0,61.96400000000005
vue,100,1357.3587499999999,1357.3587499999999,0.0,2.911,1357.3587499999999,1357.3587499999999,46,1357.3587499999999,16.0,69.48800000000004
angular,1,2042.5625000000002,2331.8875,41.0,2.5410000000000004,2042.5625000000002,2088.0625,152,2339.9750000000004,91.0,259.52800000000013
angular,2,1955.892625,2258.249675,27.0,2.58,1955.892625,1994.392625,100,2034.07115,77.0,262.6920000000002
angular,3,1957.50475,2260.5066500000003,28.0,2.984,1957.50475,1996.50475,99,2037.0057,78.0,273.11200000000014
angular,4,1954.808125,2256.7313750000003,0.0,3.4520000000000004,1954.808125,1954.808125,111,1954.808125,16.0,259.65200000000027
angular,5,1956.2895,2258.8053,38.0,2.665,1956.2895,2000.2895,107,2045.5474000000002,88.0,279.79999999999995
angular,6,1955.53575,2257.75005,0.0,2.854,1955.53575,1955.53575,100,1955.53575,16.0,273.1960000000002
angular,7,1955.083625,2257.117075,29.0,2.722,1955.083625,1994.583625,105,2035.10035,79.0,257.00000000000017
angular,8,1955.0031250000002,2257.004375,29.0,2.3629999999999995,1955.0031250000002,1994.5031250000002,106,2035.00375,79.0,268.09600000000034
angular,9,1955.25025,2257.35035,34.0,2.261,1955.25025,1997.25025,102,2040.3003,84.0,261.4079999999999
angular,10,1957.524125,2260.533775,70.0,3.6559999999999997,1957.524125,2017.524125,135,2079.02895,120.0,371.0600000000002
angular,11,2007.512125,2287.3169749999997,35.0,2.357,2007.512125,2050.012125,136,2295.41455,85.0,301.80000000000007
angular,12,1956.888,2259.6432,29.0,3.3209999999999997,1956.888,1996.388,110,2037.2656,79.0,262.8040000000002
angular,13,1957.446375,2260.4249250000003,28.0,2.967,1957.446375,1996.446375,99,2036.9356500000001,78.0,243.87600000000026
angular,14,1956.403,2258.9642000000003,28.0,2.9979999999999998,1956.403,1995.403,103,2035.6836,78.0,258.50000000000017
angular,15,2087.7816249999996,2384.2379499999997,182.0,14.194,2087.7816249999996,2203.7816249999996,323,2500.2379499999997,232.0,808.1200000000009
angular,16,2000.000125,2280.4001749999998,32.0,2.606,2000.000125,2041.0001249999998,141,2286.2001499999997,82.0,306.9879999999999
angular,17,2000.795125,2280.613175,35.0,4.7620000000000005,2000.795125,2043.295125,116,2289.45415,85.0,282.8399999999999
angular,18,1954.275375,2255.985525,31.0,2.623,1954.275375,1994.775375,99,2036.1304499999999,81.0,264.5400000000002
angular,19,2008.063375,2292.5887249999996,36.0,6.026999999999999,2008.063375,2051.0633749999997,119,2300.5760499999997,86.0,270.53600000000023
angular,20,2007.198125,2289.577375,28.0,4.8469999999999995,2007.198125,2046.198125,125,2290.13775,78.0,293.63200000000046
angular,21,1972.117375,2280.9643250000004,36.00000000000023,3.825,1972.117375,2015.1173750000003,143,2062.5408500000003,86.00000000000023,299.46
angular,22,1955.361375,2257.505925,0.0,3.4419999999999997,1955.361375,1955.361375,111,1955.361375,16.0,290.81200000000024
angular,23,1954.6438749999998,2256.5014250000004,57.00000000000023,1.8519999999999999,1954.6438749999998,2008.143875,160,2062.57265,107.00000000000023,373.6640000000001
angular,24,1954.945625,2256.9238750000004,29.0,2.641,1954.945625,1994.445625,131,2034.9347500000001,79.0,302.10400000000027
angular,25,1953.33725,2254.6721499999994,42.0,2.648,1953.33725,1999.33725,119,2046.0047,92.0,294.75600000000003
angular,26,1955.25975,2257.3636500000002,21.0,2.416,1955.25975,1990.75975,96,2027.3117,71.0,252.56400000000025
angular,27,2018.5406249999999,2289.256875,37.0,2.7249999999999996,2018.5406249999999,2062.0406249999996,119,2300.14875,87.0,294.5
angular,28,2002.64075,2281.39705,0.0,5.720000000000001,2002.64075,2002.64075,121,2002.64075,16.0,260.9520000000002
angular,29,1955.550125,2106.6601499999997,0.0,2.944,1955.550125,1955.550125,136,1955.550125,16.0,376.94000000000005
angular,30,1997.657875,2277.1210250000004,0.0,3.248,1997.657875,1997.657875,110,1997.657875,16.0,267.9680000000002
angular,31,1954.221375,2374.2213749999996,489.99999999999955,2.786,1954.221375,2224.221375,333,2495.06565,539.9999999999995,1200.3719999999912
angular,32,1961.6388749999999,2113.96665,28.672225000000026,2.912,1961.6388749999999,2002.1388749999999,155,2042.6388749999999,81.0,266.424
angular,33,1957.7717499999999,2260.8804499999997,36.0,3.0999999999999996,1957.7717499999999,2000.7717499999999,117,2045.3261,86.0,315.408
angular,34,1957.69325,2109.2318999999998,36.0,3.062,1957.69325,2000.69325,115,2045.2319,86.0,295.544
angular,35,1956.507875,2259.111025,0.0,2.776,1956.507875,1956.507875,101,1956.507875,16.0,269.3200000000002
angular,36,1954.039625,2255.6554750000005,30.0,2.729,1954.039625,1994.039625,104,2034.84755,80.0,251.26800000000037
angular,37,1954.45075,2256.23105,24.0,2.968,1954.45075,1991.45075,94,2029.3409,74.0,242.78000000000023
angular,38,2002.3588750000001,2283.7024250000004,55.0,3.188,2002.3588750000001,2054.858875,131,2312.03065,105.0,352.68799999999976
angular,39,1954.313,2256.0382,29.0,3.097,1954.313,1993.813,104,2034.1756,79.0,285.8680000000002
angular,40,1955.65825,2257.92155,28.0,3.151,1955.65825,1994.65825,105,2034.7899,78.0,269.9600000000004
angular,41,1954.42175,2256.19045,30.0,6.122,1954.42175,1994.42175,118,2035.3061,80.0,251.85600000000028
angular,42,1953.4370000000001,2254.8118000000004,24.0,2.279,1953.4370000000001,1990.4370000000001,97,2028.1244000000002,74.0,235.0000000000003
angular,43,1953.3505,2254.6907,32.0,2.8569999999999998,1953.3505,1994.3505,103,2036.0206,82.0,253.0680000000002
angular,44,1954.32325,2256.05255,37.0,2.654,1954.32325,1997.82325,107,2042.1879,87.0,290.4200000000001
angular,45,2089.351125,2329.8915749999996,0.0,7.833000000000001,2089.351125,2089.351125,172,2089.351125,16.0,424.13200000000006
angular,46,1956.820375,2259.548525,30.0,3.0469999999999997,1956.820375,1996.820375,97,2038.18445,80.0,257.6400000000002
angular,47,1953.70075,2255.18105,23.0,2.806,1953.70075,1990.20075,94,2027.4409,73.0,242.55200000000025
angular,48,1955.31475,2257.44065,30.0,3.224,1955.31475,1995.31475,107,2036.3777,80.0,274.91200000000026
angular,49,1955.91,2258.2740000000003,38.0,3.124,1955.91,1999.91,103,2045.092,88.0,284.9039999999999
angular,50,1954.359375,2256.103125,30.0,3.0869999999999997,1954.359375,1994.359375,96,2035.23125,80.0,250.83600000000027
angular,51,1953.941875,2255.5186249999997,26.0,3.089,1953.941875,1991.941875,103,2030.7302499999998,76.0,263.8960000000002
angular,52,1954.1356250000001,2255.7898750000004,28.0,2.837,1954.1356250000001,1993.1356250000001,102,2032.9627500000001,78.0,267.8480000000002
angular,53,2001.98,2282.272,0.0,3.1189999999999998,2001.98,2001.98,107,2001.98,16.0,288.51600000000025
angular,54,1956.4969999999998,2259.0958,27.0,3.101,1956.4969999999998,1994.9969999999998,96,2034.7964,77.0,256.18400000000025
angular,55,1954.358,2256.1012,28.0,2.514,1954.358,1993.358,96,2033.2296,78.0,262.7840000000002
angular,56,1954.4409999999998,2256.2174,29.0,3.1510000000000002,1954.4409999999998,1993.9409999999998,98,2034.3292,79.0,261.7640000000001
angular,57,1955.790375,2258.106525,30.0,2.6069999999999998,1955.790375,1995.790375,106,2036.94845,80.0,270.20400000000006
angular,58,1955.726125,2258.0165749999996,29.0,3.103,1955.726125,1995.226125,109,2035.87135,79.0,266.1880000000002
angular,59,1954.665625,2256.531875,28.0,3.1500000000000004,1954.665625,1993.665625,103,2033.59875,78.0,262.4280000000002
angular,60,1957.13,2259.982,25.0,2.8280000000000003,1957.13,1994.63,95,2033.556,75.0,249.53200000000024
angular,61,1956.883375,2259.636725,40.0,3.051,1956.883375,2001.883375,105,2048.26005,90.0,291.13199999999995
angular,62,1956.783125,2259.4963749999997,0.0,3.1239999999999997,1956.783125,1956.783125,102,1956.783125,16.0,265.98399999999987
angular,63,1955.80475,2258.12665,36.0,2.312,1955.80475,1998.80475,159,2042.9657,86.0,330.1000000000001
angular,64,1957.15675,2260.0194500000002,38.0,2.87,1957.15675,2001.15675,127,2046.5881000000002,88.0,351.86000000000007
angular,65,1955.9360000000001,2258.3104000000003,30.0,2.359,1955.9360000000001,1995.9360000000001,126,2037.1232,80.0,267.41600000000017
angular,66,1955.3995,2257.5593,0.0,2.144,1955.3995,1955.3995,125,1955.3995,16.0,291.85600000000005
angular,67,2028.5155,2359.9217,47.00000000000023,13.141,2028.5155,2077.0155,193,2141.2186,97.00000000000023,402.31600000000003
angular,68,1956.136375,2258.590925,27.0,2.442,1956.136375,1994.636375,121,2034.36365,77.0,255.7640000000003
angular,69,1954.416625,2256.1832750000003,28.0,2.311,1954.416625,1993.416625,104,2033.29995,78.0,250.44400000000016
angular,70,1954.1971250000001,2255.875975,27.0,4.261,1954.1971250000001,1992.6971250000001,105,2032.03655,77.0,260.0440000000002
angular,71,1969.9203750000001,2277.8885250000003,0.0,2.586,1969.9203750000001,1969.9203750000001,137,1969.9203750000001,16.0,383.6160000000003
angular,72,1959.72125,2263.60975,30.0,3.117,1959.72125,1999.72125,135,2041.6655,80.0,272.16399999999976
angular,73,1955.944125,2258.321775,52.00000000000023,2.3609999999999998,1955.944125,2006.944125,123,2059.13295,102.00000000000023,340.3760000000002
angular,74,1955.161875,2257.2266250000002,27.0,2.738,1955.161875,1993.661875,93,2033.19425,77.0,239.41600000000028
angular,75,1957.5763749999999,2260.606925,30.0,3.0260000000000002,1957.5763749999999,1997.5763749999999,113,2039.0916499999998,80.0,292.6600000000003
angular,76,1954.105875,2255.7482250000003,31.0,4.1370000000000005,1954.105875,1994.605875,107,2035.92705,81.0,279.3760000000003
angular,77,1957.1846249999999,2260.058475,28.0,2.854,1957.1846249999999,1996.1846249999999,98,2036.6215499999998,78.0,252.94400000000027
angular,78,1956.87375,2259.6232499999996,32.0,2.965,1956.87375,1997.87375,99,2040.2485,82.0,268.7360000000002
angular,79,1956.2552500000002,2258.7573500000003,0.0,2.901,1956.2552500000002,1956.2552500000002,106,1956.2552500000002,16.0,254.5640000000002
angular,80,1955.373125,2257.522375,30.0,3.065,1955.373125,1995.373125,99,2036.44775,80.0,276.15600000000023
angular,81,1955.302875,2257.4240250000003,33.0,3.003,1955.302875,1996.802875,100,2039.36345,83.0,268.5840000000007
angular,82,1956.146875,2258.605625,28.0,2.716,1956.146875,1995.146875,102,2035.37625,78.0,243.81600000000026
angular,83,1957.151375,2260.011925,25.0,2.861,1957.151375,1994.651375,102,2033.5816499999999,75.0,253.24800000000033
angular,84,1955.4565,2257.6391000000003,25.0,2.893,1955.4565,1992.9565,114,2031.5478,75.0,239.30400000000017
angular,85,1954.751,2256.6513999999997,33.0,2.92,1954.751,1996.251,109,2038.7012,83.0,282.41999999999985
angular,86,1956.9748749999999,2259.7648249999997,25.0,2.884,1956.9748749999999,1994.4748749999999,105,2033.36985,75.0,279.96000000000026
angular,87,1955.46075,2257.64505,28.0,3.094,1955.46075,1994.46075,96,2034.5529,78.0,250.08000000000024
angular,88,1954.57575,2256.40605,31.0,3.1350000000000002,1954.57575,1995.07575,100,2036.4909,81.0,283.14800000000037
angular,89,2006.93675,2285.6114500000003,28.0,3.6559999999999997,2006.93675,2045.93675,114,2287.0241,78.0,271.964
angular,90,1956.20225,2258.68315,27.0,2.784,1956.20225,1994.70225,108,2034.4427,77.0,244.88400000000016
angular,91,1957.10525,2259.9473499999995,25.0,2.8289999999999997,1957.10525,1994.60525,98,2033.5263,75.0,283.38000000000034
angular,92,1954.3823750000001,2256.135325,27.0,2.6559999999999997,1954.3823750000001,1992.8823750000001,101,2032.2588500000002,77.0,269.09600000000023
angular,93,1956.371875,2258.9206249999997,27.0,2.838,1956.371875,1994.871875,103,2034.64625,77.0,252.67200000000037
angular,94,1954.561,2256.3854,33.0,3.0330000000000004,1954.561,1996.061,104,2038.4732,83.0,276.12400000000036
angular,95,1957.81275,2260.9378500000003,29.0,3.167,1957.81275,1997.31275,101,2038.3753,79.0,268.67200000000014
angular,96,1955.504,2257.7056,26.0,2.94,1955.504,1993.504,96,2032.6047999999998,76.0,241.72800000000018
angular,97,1955.67625,2257.94675,0.0,2.993,1955.67625,1955.67625,100,1955.67625,16.0,243.46000000000015
angular,98,1955.082625,2257.115675,26.0,2.817,1955.082625,1993.082625,110,2032.09915,76.0,289.6440000000001
angular,99,1956.851,2259.5914000000002,27.0,3.145,1956.851,1995.351,98,2035.2212,77.0,259.9000000000004
angular,100,1955.82675,2258.1574499999997,26.0,3.043,1955.82675,1993.82675,92,2032.9921,76.0,242.67600000000027
